,uid,reg_date,device,gender,country,age,Flag
2373,25857571.0,2017-10-31T00:00:00Z,and,M,FRA,47,Control
2375,18746385.0,2017-10-26T00:00:00Z,iOS,F,BRA,16,Control
2376,81751161.0,2015-05-04T00:00:00Z,and,F,USA,40,Control
2378,60139250.0,2016-01-13T00:00:00Z,and,F,BRA,25,Control
2382,26874680.0,2016-12-29T00:00:00Z,iOS,M,USA,30,Control
2383,88600862.0,2016-06-28T00:00:00Z,and,M,BRA,33,Control
2384,17675588.0,2017-02-15T00:00:00Z,and,M,USA,40,Control
2386,60672536.0,2016-09-01T00:00:00Z,iOS,F,TUR,15,Control
2387,89364585.0,2017-01-05T00:00:00Z,iOS,M,USA,21,Control
2388,99116452.0,2017-05-30T00:00:00Z,iOS,M,DEU,27,Control
2392,27305652.0,2016-10-29T00:00:00Z,and,F,BRA,20,Control
2393,98439849.0,2017-09-11T00:00:00Z,iOS,M,USA,27,Control
2396,91898793.0,2018-01-12T00:00:00Z,iOS,M,TUR,17,Control
2400,37307317.0,2018-02-22T00:00:00Z,and,F,TUR,25,Control
2402,62388209.0,2015-11-16T00:00:00Z,and,M,BRA,19,Control
2403,52382313.0,2017-07-23T00:00:00Z,iOS,F,USA,24,Control
2419,69711583.0,2017-12-07T00:00:00Z,and,F,DEU,28,Control
2421,19789306.0,2017-07-26T00:00:00Z,iOS,M,BRA,18,Control
2426,28153525.0,2017-06-24T00:00:00Z,and,F,CAN,25,Control
2429,41617397.0,2018-02-26T00:00:00Z,iOS,M,TUR,25,Control
2431,45370893.0,2017-04-13T00:00:00Z,iOS,F,FRA,29,Control
2434,49145031.0,2018-03-10T00:00:00Z,and,M,BRA,32,Control
2436,29123581.0,2017-12-12T00:00:00Z,and,F,BRA,31,Control
2440,61452692.0,2018-02-26T00:00:00Z,iOS,M,USA,18,Control
2442,40072462.0,2017-08-07T00:00:00Z,iOS,M,BRA,16,Control
2443,86873287.0,2017-10-22T00:00:00Z,iOS,F,USA,15,Control
2445,15782546.0,2018-03-10T00:00:00Z,and,M,FRA,18,Control
2446,96864322.0,2017-07-31T00:00:00Z,and,M,USA,17,Control
2450,79271654.0,2017-10-17T00:00:00Z,and,M,DEU,17,Control
2454,35908896.0,2015-11-03T00:00:00Z,iOS,F,FRA,43,Control
2455,23572774.0,2017-12-07T00:00:00Z,and,F,USA,16,Control
2456,30503615.0,2017-02-25T00:00:00Z,iOS,M,USA,17,Control
2457,38724789.0,2015-07-12T00:00:00Z,and,F,BRA,33,Control
2461,53851511.0,2017-07-06T00:00:00Z,and,F,USA,24,Control
2465,81229198.0,2017-10-14T00:00:00Z,iOS,M,FRA,25,Control
2466,89076319.0,2017-12-16T00:00:00Z,and,F,USA,69,Control
2467,17343959.0,2017-07-20T00:00:00Z,iOS,M,BRA,30,Control
2470,74678987.0,2017-10-22T00:00:00Z,and,M,USA,21,Control
2472,82914310.0,2015-10-19T00:00:00Z,iOS,F,DEU,19,Control
2473,36103168.0,2017-02-24T00:00:00Z,iOS,M,USA,18,Control
2481,69735591.0,2017-12-15T00:00:00Z,iOS,M,USA,17,Control
2482,52453243.0,2015-07-29T00:00:00Z,iOS,F,USA,15,Control
2483,35895922.0,2016-07-05T00:00:00Z,and,F,USA,25,Control
2486,65396882.0,2018-03-10T00:00:00Z,iOS,M,CAN,19,Control
2488,53174857.0,2018-02-12T00:00:00Z,iOS,M,BRA,19,Control
2491,75787551.0,2016-05-23T00:00:00Z,and,F,USA,23,Control
2492,93346335.0,2016-11-07T00:00:00Z,iOS,F,USA,18,Control
2494,95828441.0,2017-09-13T00:00:00Z,iOS,F,BRA,18,Control
2496,66109318.0,2016-07-22T00:00:00Z,and,F,DEU,20,Control
2499,32522480.0,2018-01-18T00:00:00Z,and,M,USA,24,Control
2502,47712144.0,2017-12-04T00:00:00Z,and,M,USA,31,Control
2505,81706874.0,2017-05-29T00:00:00Z,iOS,F,TUR,20,Control
2509,80583642.0,2018-02-12T00:00:00Z,and,M,FRA,43,Control
2513,38255567.0,2018-01-24T00:00:00Z,iOS,F,BRA,16,Control
2517,67397295.0,2017-01-03T00:00:00Z,and,F,USA,51,Control
2519,86443212.0,2018-02-19T00:00:00Z,iOS,M,DEU,33,Control
2521,90711625.0,2017-11-03T00:00:00Z,iOS,F,BRA,27,Control
2528,80992858.0,2017-12-27T00:00:00Z,iOS,M,BRA,30,Control
2529,94318572.0,2018-02-15T00:00:00Z,iOS,F,USA,31,Control
2530,76414302.0,2015-04-27T00:00:00Z,and,F,USA,18,Control
2534,85639231.0,2017-12-08T00:00:00Z,iOS,M,DEU,31,Control
2536,23304836.0,2016-07-29T00:00:00Z,and,F,USA,25,Control
2538,99113953.0,2016-07-04T00:00:00Z,and,F,USA,20,Control
2540,18072502.0,2018-01-02T00:00:00Z,and,M,USA,29,Control
2541,25272120.0,2018-01-29T00:00:00Z,and,F,USA,40,Control
2543,81287461.0,2017-02-04T00:00:00Z,and,F,USA,21,Control
2545,93454571.0,2018-03-18T00:00:00Z,iOS,F,BRA,36,Control
2549,38880120.0,2017-12-31T00:00:00Z,iOS,M,TUR,23,Control
2551,12650169.0,2016-05-07T00:00:00Z,iOS,M,TUR,18,Control
2552,44506643.0,2017-08-15T00:00:00Z,and,F,USA,16,Control
2554,50308854.0,2018-02-09T00:00:00Z,and,F,USA,18,Control
2557,22536960.0,2017-10-03T00:00:00Z,and,F,BRA,44,Control
2559,69418489.0,2017-07-25T00:00:00Z,iOS,M,TUR,51,Control
2561,83159797.0,2017-10-16T00:00:00Z,iOS,M,BRA,39,Control
2564,41342692.0,2017-08-31T00:00:00Z,and,M,CAN,18,Control
2567,39525477.0,2017-09-12T00:00:00Z,and,M,USA,24,Control
2573,97141699.0,2016-09-06T00:00:00Z,and,F,USA,16,Control
2578,57320793.0,2017-09-02T00:00:00Z,and,M,BRA,17,Control
2583,34442096.0,2017-08-02T00:00:00Z,and,F,USA,43,Control
2586,26886843.0,2017-04-07T00:00:00Z,and,M,USA,15,Control
2587,85912029.0,2018-01-24T00:00:00Z,and,M,USA,16,Control
2589,63122981.0,2017-05-26T00:00:00Z,and,F,USA,15,Control
2592,18729471.0,2017-08-12T00:00:00Z,and,F,TUR,15,Control
2594,21742274.0,2017-06-14T00:00:00Z,iOS,M,DEU,18,Control
2595,83300381.0,2017-05-25T00:00:00Z,and,F,FRA,21,Control
2599,84111114.0,2017-10-05T00:00:00Z,and,F,FRA,15,Control
2600,88027357.0,2016-04-09T00:00:00Z,iOS,F,USA,19,Control
2602,69405229.0,2015-05-21T00:00:00Z,iOS,F,TUR,20,Control
2603,35054919.0,2018-02-25T00:00:00Z,iOS,M,USA,29,Control
2605,41100000.0,2018-03-01T00:00:00Z,and,M,USA,25,Control
2608,62706874.0,2018-02-06T00:00:00Z,and,M,FRA,19,Control
2612,49409339.0,2017-09-04T00:00:00Z,and,F,TUR,49,Control
2617,84496159.0,2016-11-12T00:00:00Z,and,F,USA,22,Control
2619,43660958.0,2018-01-07T00:00:00Z,iOS,M,USA,15,Control
2622,11166990.0,2017-07-11T00:00:00Z,and,F,TUR,16,Control
2623,88099911.0,2018-03-12T00:00:00Z,iOS,M,BRA,29,Control
2624,96218127.0,2016-04-26T00:00:00Z,iOS,F,DEU,20,Control
2644,41136350.0,2017-11-06T00:00:00Z,iOS,M,USA,18,Control
2648,87976773.0,2017-07-30T00:00:00Z,iOS,F,USA,17,Control
2649,95889233.0,2015-10-07T00:00:00Z,iOS,F,BRA,15,Control
2655,49342842.0,2017-08-09T00:00:00Z,and,F,TUR,24,Control
2660,68670457.0,2017-04-13T00:00:00Z,and,M,CAN,17,Control
2664,68169354.0,2018-02-10T00:00:00Z,and,M,TUR,17,Control
2665,75932391.0,2017-11-18T00:00:00Z,and,M,BRA,18,Control
2669,99655204.0,2018-03-05T00:00:00Z,and,M,USA,17,Control
2670,18789670.0,2017-11-14T00:00:00Z,iOS,M,USA,16,Control
2677,63832126.0,2018-03-05T00:00:00Z,and,F,FRA,16,Control
2678,61657495.0,2016-12-07T00:00:00Z,iOS,M,FRA,22,Control
2680,79667519.0,2017-06-28T00:00:00Z,and,M,BRA,19,Control
2682,34215807.0,2016-04-11T00:00:00Z,iOS,F,DEU,15,Control
2684,21488890.0,2016-05-19T00:00:00Z,iOS,M,TUR,24,Control
2689,14535441.0,2017-01-14T00:00:00Z,and,F,USA,18,Control
2691,17414092.0,2018-02-01T00:00:00Z,and,F,USA,23,Control
2693,73631419.0,2017-05-12T00:00:00Z,iOS,F,USA,36,Control
2695,99306420.0,2017-01-13T00:00:00Z,and,M,CAN,30,Control
2696,54732058.0,2018-01-20T00:00:00Z,and,M,FRA,18,Control
2697,78053771.0,2017-11-14T00:00:00Z,and,M,BRA,19,Control
2698,41400188.0,2017-02-10T00:00:00Z,and,M,USA,24,Control
2699,13666240.0,2016-08-20T00:00:00Z,iOS,F,DEU,16,Control
2700,30875586.0,2016-11-29T00:00:00Z,iOS,F,USA,20,Control
2702,54897829.0,2017-09-16T00:00:00Z,and,F,BRA,17,Control
2706,74567012.0,2017-09-13T00:00:00Z,and,M,USA,19,Control
2708,99649246.0,2017-12-07T00:00:00Z,iOS,F,USA,28,Control
2709,21979853.0,2015-08-13T00:00:00Z,and,F,DEU,19,Control
2710,40466323.0,2018-02-20T00:00:00Z,and,F,USA,24,Control
2711,49850942.0,2017-07-12T00:00:00Z,and,M,DEU,18,Control
2715,50878996.0,2017-04-13T00:00:00Z,and,F,USA,37,Control
2717,52231210.0,2017-12-26T00:00:00Z,and,F,USA,25,Control
2718,28349422.0,2017-12-03T00:00:00Z,iOS,M,USA,22,Control
2719,34577614.0,2018-01-28T00:00:00Z,and,F,BRA,24,Control
2724,25881423.0,2016-12-10T00:00:00Z,and,M,BRA,15,Control
2727,17103701.0,2018-02-18T00:00:00Z,and,F,BRA,16,Control
2729,63749636.0,2018-02-23T00:00:00Z,iOS,F,USA,26,Control
2730,42596465.0,2018-03-18T00:00:00Z,and,F,DEU,15,Control
2734,35730605.0,2016-07-30T00:00:00Z,iOS,M,TUR,20,Control
2737,47635821.0,2015-09-10T00:00:00Z,iOS,M,DEU,24,Control
2739,70894334.0,2017-07-21T00:00:00Z,and,M,BRA,16,Control
2744,64091255.0,2017-11-19T00:00:00Z,and,F,USA,33,Control
2745,32414627.0,2017-10-10T00:00:00Z,and,M,BRA,16,Control
2748,80667535.0,2018-02-25T00:00:00Z,and,M,USA,20,Control
2749,31365066.0,2018-03-02T00:00:00Z,iOS,F,USA,17,Control
2750,88290765.0,2017-12-29T00:00:00Z,iOS,M,USA,28,Control
2751,99714071.0,2018-03-05T00:00:00Z,and,M,DEU,18,Control
2754,86317184.0,2015-11-03T00:00:00Z,iOS,F,USA,31,Control
2758,52927373.0,2017-01-08T00:00:00Z,iOS,F,USA,21,Control
2760,60818287.0,2018-02-13T00:00:00Z,and,M,DEU,27,Control
2761,54865196.0,2017-05-02T00:00:00Z,and,F,DEU,15,Control
2767,99875814.0,2018-03-08T00:00:00Z,and,F,BRA,20,Control
2768,67943958.0,2017-10-18T00:00:00Z,iOS,F,USA,16,Control
2770,20100729.0,2017-11-01T00:00:00Z,and,F,CAN,24,Control
2774,70299452.0,2015-10-18T00:00:00Z,and,M,CAN,23,Control
2775,87678777.0,2018-03-08T00:00:00Z,and,M,TUR,31,Control
2781,49698381.0,2017-04-17T00:00:00Z,and,M,BRA,34,Control
2785,42679243.0,2017-08-26T00:00:00Z,and,F,BRA,31,Control
2792,60971934.0,2017-05-14T00:00:00Z,iOS,M,BRA,79,Control
2798,53810552.0,2018-02-05T00:00:00Z,and,F,USA,24,Control
2799,15788769.0,2017-12-25T00:00:00Z,and,F,BRA,30,Control
2802,58092277.0,2017-12-25T00:00:00Z,iOS,M,CAN,16,Control
2803,62465330.0,2017-03-04T00:00:00Z,and,M,USA,23,Control
2805,84157958.0,2017-05-26T00:00:00Z,and,F,USA,30,Control
2807,37958514.0,2017-05-18T00:00:00Z,iOS,F,BRA,16,Control
2808,14604461.0,2017-10-24T00:00:00Z,iOS,M,FRA,15,Control
2815,45984292.0,2017-09-23T00:00:00Z,iOS,M,USA,30,Control
2816,29689886.0,2017-08-22T00:00:00Z,and,F,TUR,42,Control
2817,75124948.0,2017-06-22T00:00:00Z,iOS,M,USA,15,Control
2822,91206006.0,2017-11-06T00:00:00Z,and,F,USA,20,Control
2825,93545105.0,2016-05-31T00:00:00Z,iOS,M,TUR,22,Control
2826,15804073.0,2018-03-04T00:00:00Z,and,M,FRA,20,Control
2833,13270278.0,2018-02-27T00:00:00Z,and,F,USA,22,Control
2834,19639891.0,2017-07-14T00:00:00Z,and,F,DEU,15,Control
2835,84015304.0,2017-06-01T00:00:00Z,and,F,DEU,18,Control
2836,72656901.0,2018-02-24T00:00:00Z,and,M,DEU,26,Control
2837,57004034.0,2017-10-31T00:00:00Z,iOS,M,TUR,16,Control
2838,82222008.0,2017-09-04T00:00:00Z,and,M,FRA,21,Control
2844,12990938.0,2018-03-01T00:00:00Z,and,M,BRA,21,Control
2847,47617608.0,2017-12-14T00:00:00Z,and,F,BRA,16,Control
2849,32744120.0,2017-02-07T00:00:00Z,iOS,F,CAN,18,Control
2850,91724013.0,2016-09-06T00:00:00Z,iOS,F,USA,15,Control
2852,76304519.0,2017-11-03T00:00:00Z,and,M,FRA,35,Control
2853,61341526.0,2016-09-16T00:00:00Z,and,F,BRA,29,Control
2854,94490759.0,2017-07-06T00:00:00Z,and,F,BRA,17,Control
2858,84734013.0,2017-03-15T00:00:00Z,iOS,M,USA,33,Control
2859,65947578.0,2018-02-16T00:00:00Z,and,F,FRA,34,Control
2860,34693553.0,2017-12-02T00:00:00Z,iOS,F,TUR,24,Control
2861,64495108.0,2018-03-04T00:00:00Z,and,M,USA,31,Control
2862,96153702.0,2017-09-13T00:00:00Z,iOS,M,USA,22,Control
2863,84577252.0,2017-04-13T00:00:00Z,iOS,M,BRA,15,Control
2868,18716352.0,2016-08-18T00:00:00Z,and,M,USA,26,Control
2870,43287822.0,2018-01-26T00:00:00Z,and,F,USA,19,Control
2876,76339342.0,2018-01-12T00:00:00Z,and,M,BRA,15,Control
2878,84411363.0,2017-04-29T00:00:00Z,iOS,F,USA,16,Control
2879,55286170.0,2016-07-08T00:00:00Z,and,F,CAN,17,Control
2880,19962922.0,2016-01-22T00:00:00Z,iOS,M,USA,19,Control
2882,56945507.0,2017-06-11T00:00:00Z,iOS,M,BRA,16,Control
2883,64293476.0,2017-12-03T00:00:00Z,iOS,M,CAN,24,Control
2885,31242168.0,2017-07-27T00:00:00Z,and,F,FRA,21,Control
2887,15109016.0,2017-05-14T00:00:00Z,and,M,TUR,16,Control
2888,28559663.0,2017-10-12T00:00:00Z,and,M,TUR,17,Control
2890,84776285.0,2016-11-05T00:00:00Z,and,M,USA,19,Control
2891,78009369.0,2017-06-13T00:00:00Z,and,M,TUR,18,Control
2892,24938465.0,2017-12-22T00:00:00Z,iOS,M,TUR,15,Control
2899,70266410.0,2017-12-01T00:00:00Z,and,F,USA,21,Control
2902,31203145.0,2016-01-10T00:00:00Z,and,M,BRA,50,Control
2905,35996236.0,2018-02-06T00:00:00Z,and,M,USA,18,Control
2906,21771965.0,2017-07-06T00:00:00Z,iOS,F,USA,16,Control
2910,58916972.0,2017-07-05T00:00:00Z,and,F,USA,27,Control
2915,78833930.0,2017-12-02T00:00:00Z,and,F,USA,25,Control
2916,90839116.0,2017-12-20T00:00:00Z,and,F,USA,47,Control
2918,53227432.0,2018-02-12T00:00:00Z,iOS,M,BRA,34,Control
2920,44020015.0,2016-11-09T00:00:00Z,and,F,USA,21,Control
2921,70624039.0,2017-08-21T00:00:00Z,iOS,F,BRA,27,Control
2922,66362034.0,2016-05-29T00:00:00Z,and,M,CAN,19,Control
2923,97142751.0,2017-08-03T00:00:00Z,and,F,BRA,35,Control
2925,77032069.0,2017-12-29T00:00:00Z,and,M,BRA,27,Control
2926,55931341.0,2017-04-27T00:00:00Z,and,M,FRA,59,Control
2928,37057461.0,2015-12-19T00:00:00Z,and,M,BRA,23,Control
2930,50314073.0,2017-11-30T00:00:00Z,and,M,BRA,23,Control
2932,92651086.0,2018-02-20T00:00:00Z,and,F,BRA,20,Control
2936,85445055.0,2017-10-19T00:00:00Z,and,M,USA,39,Control
2941,68065534.0,2016-03-12T00:00:00Z,iOS,F,USA,31,Control
2942,50221524.0,2017-02-08T00:00:00Z,iOS,F,BRA,16,Control
2943,41703919.0,2015-07-16T00:00:00Z,and,F,CAN,45,Control
2944,77277269.0,2017-06-15T00:00:00Z,iOS,F,DEU,26,Control
2945,89650608.0,2018-02-04T00:00:00Z,iOS,F,USA,22,Control
2949,14449063.0,2018-03-09T00:00:00Z,iOS,F,DEU,15,Control
2950,22298163.0,2017-01-31T00:00:00Z,iOS,M,USA,15,Control
2951,25932651.0,2018-02-11T00:00:00Z,iOS,F,USA,15,Control
2956,85185035.0,2017-12-17T00:00:00Z,iOS,F,USA,22,Control
2957,65596163.0,2015-12-06T00:00:00Z,and,F,DEU,31,Control
2958,40092265.0,2017-07-08T00:00:00Z,and,F,BRA,35,Control
2961,52044343.0,2016-05-10T00:00:00Z,and,M,BRA,44,Control
2965,46266011.0,2017-08-08T00:00:00Z,and,M,USA,25,Control
2966,60039576.0,2017-09-08T00:00:00Z,and,F,DEU,31,Control
2969,71812474.0,2018-01-10T00:00:00Z,iOS,F,BRA,23,Control
2970,55571803.0,2016-04-06T00:00:00Z,iOS,M,DEU,18,Control
2972,35286710.0,2016-12-29T00:00:00Z,iOS,M,TUR,19,Control
2975,63874406.0,2017-11-13T00:00:00Z,and,F,TUR,15,Control
2979,91235288.0,2017-12-06T00:00:00Z,and,M,USA,15,Control
2983,82135797.0,2017-04-22T00:00:00Z,and,F,BRA,31,Control
2984,48565424.0,2018-03-17T00:00:00Z,iOS,M,CAN,18,Control
2985,82886649.0,2015-11-23T00:00:00Z,iOS,M,USA,27,Control
2986,16167868.0,2015-09-28T00:00:00Z,and,F,DEU,27,Control
2991,98531496.0,2015-11-29T00:00:00Z,and,M,BRA,19,Control
2992,68552578.0,2017-10-16T00:00:00Z,and,F,USA,24,Control
2993,43504265.0,2016-05-01T00:00:00Z,iOS,F,USA,28,Control
2995,23484369.0,2017-08-18T00:00:00Z,iOS,M,BRA,21,Control
2996,37998584.0,2017-09-11T00:00:00Z,iOS,M,USA,25,Control
2997,18263839.0,2017-04-17T00:00:00Z,iOS,F,CAN,22,Control
2998,88425174.0,2017-12-02T00:00:00Z,and,F,USA,38,Control
3001,34613781.0,2017-07-05T00:00:00Z,and,M,USA,28,Control
3002,89011732.0,2018-03-13T00:00:00Z,iOS,F,USA,15,Control
3006,58511845.0,2018-01-07T00:00:00Z,iOS,F,USA,36,Control
3012,60228247.0,2017-09-20T00:00:00Z,and,F,USA,16,Control
3015,99561013.0,2017-10-01T00:00:00Z,iOS,F,TUR,18,Control
3016,76507717.0,2018-02-23T00:00:00Z,iOS,F,CAN,61,Control
3020,95481632.0,2017-08-19T00:00:00Z,iOS,M,BRA,16,Control
3023,90925812.0,2018-01-13T00:00:00Z,and,F,CAN,31,Control
3025,63082432.0,2016-11-27T00:00:00Z,iOS,M,TUR,20,Control
3031,23454714.0,2017-12-18T00:00:00Z,and,F,BRA,21,Control
3034,80363280.0,2016-03-04T00:00:00Z,and,M,USA,18,Control
3040,91424606.0,2017-07-26T00:00:00Z,iOS,F,USA,30,Control
3041,70385007.0,2018-03-12T00:00:00Z,iOS,M,USA,46,Control
3042,48288628.0,2016-09-24T00:00:00Z,and,F,TUR,26,Control
3044,69030879.0,2018-02-19T00:00:00Z,iOS,M,USA,18,Control
3046,41362465.0,2018-03-14T00:00:00Z,and,M,TUR,23,Control
3050,13874408.0,2017-01-27T00:00:00Z,and,F,USA,17,Control
3051,62948265.0,2018-01-21T00:00:00Z,iOS,F,USA,23,Control
3052,79401998.0,2017-06-13T00:00:00Z,iOS,F,BRA,28,Control
3054,72672553.0,2016-06-30T00:00:00Z,and,F,BRA,17,Control
3056,58417681.0,2016-01-25T00:00:00Z,iOS,F,USA,28,Control
3058,25134497.0,2015-11-13T00:00:00Z,iOS,F,USA,30,Control
3060,64577723.0,2016-12-13T00:00:00Z,and,F,BRA,20,Control
3062,17866987.0,2015-12-30T00:00:00Z,and,M,BRA,28,Control
3063,44904552.0,2017-07-26T00:00:00Z,and,F,USA,26,Control
3065,66716648.0,2018-01-01T00:00:00Z,and,F,DEU,15,Control
3066,36367940.0,2016-04-25T00:00:00Z,and,M,TUR,18,Control
3067,11809590.0,2016-04-28T00:00:00Z,iOS,F,DEU,37,Control
3070,56588332.0,2018-01-10T00:00:00Z,and,M,USA,65,Control
3075,20771598.0,2015-12-20T00:00:00Z,iOS,F,TUR,26,Control
3077,93581551.0,2016-10-05T00:00:00Z,and,F,FRA,55,Control
3079,18852279.0,2017-12-05T00:00:00Z,iOS,F,FRA,27,Control
3081,39790818.0,2015-04-27T00:00:00Z,and,F,USA,15,Control
3082,56655923.0,2017-09-15T00:00:00Z,and,F,DEU,24,Control
3085,67964589.0,2015-11-22T00:00:00Z,and,F,DEU,25,Control
3086,33075608.0,2017-10-08T00:00:00Z,and,M,BRA,17,Control
3089,59111983.0,2018-03-12T00:00:00Z,and,F,CAN,28,Control
3092,95795688.0,2018-01-13T00:00:00Z,iOS,F,BRA,21,Control
3097,74459963.0,2018-02-02T00:00:00Z,and,M,BRA,18,Control
3098,50288707.0,2017-11-07T00:00:00Z,and,M,BRA,37,Control
3100,67527826.0,2017-12-22T00:00:00Z,and,M,BRA,18,Control
3103,20417184.0,2017-03-30T00:00:00Z,and,M,BRA,24,Control
3105,70253108.0,2017-02-10T00:00:00Z,iOS,F,USA,29,Control
3108,66628225.0,2018-01-08T00:00:00Z,and,F,CAN,15,Control
3114,11513250.0,2018-02-22T00:00:00Z,iOS,F,USA,18,Control
3115,35458603.0,2017-04-24T00:00:00Z,and,F,BRA,33,Control
3118,56715726.0,2017-11-06T00:00:00Z,iOS,F,CAN,32,Control
3119,54985552.0,2017-09-05T00:00:00Z,and,M,FRA,29,Control
3121,97568038.0,2018-03-07T00:00:00Z,iOS,M,BRA,19,Control
3124,23783655.0,2015-11-09T00:00:00Z,and,M,BRA,31,Control
3126,25280279.0,2018-03-06T00:00:00Z,iOS,M,BRA,21,Control
3127,54297343.0,2016-10-27T00:00:00Z,and,F,USA,19,Control
3129,46915570.0,2016-06-12T00:00:00Z,and,M,USA,20,Control
3130,80674824.0,2017-11-09T00:00:00Z,and,F,BRA,23,Control
3132,34652038.0,2018-02-07T00:00:00Z,iOS,F,CAN,25,Control
3135,90799774.0,2017-04-15T00:00:00Z,and,F,USA,23,Control
3138,82188207.0,2017-11-28T00:00:00Z,and,F,DEU,15,Control
3139,64947937.0,2017-01-26T00:00:00Z,and,F,TUR,31,Control
3140,36578068.0,2018-03-09T00:00:00Z,and,M,BRA,15,Control
3141,90224949.0,2017-12-28T00:00:00Z,iOS,M,TUR,22,Control
3144,78550161.0,2018-01-06T00:00:00Z,iOS,M,USA,22,Control
3145,13231721.0,2017-03-30T00:00:00Z,iOS,F,BRA,15,Control
3147,53472994.0,2018-02-24T00:00:00Z,iOS,M,FRA,16,Control
3149,99286842.0,2018-02-24T00:00:00Z,and,M,BRA,21,Control
3151,23137676.0,2018-02-06T00:00:00Z,iOS,F,DEU,25,Control
3155,21150184.0,2017-09-06T00:00:00Z,iOS,F,CAN,25,Control
3157,41217161.0,2015-08-26T00:00:00Z,iOS,M,TUR,17,Control
3159,78827675.0,2015-04-24T00:00:00Z,iOS,F,USA,18,Control
3160,90692872.0,2018-03-05T00:00:00Z,and,F,FRA,16,Control
3161,41854684.0,2017-03-20T00:00:00Z,and,F,USA,44,Control
3163,14137740.0,2018-01-01T00:00:00Z,and,F,BRA,35,Control
3166,48178398.0,2017-09-29T00:00:00Z,and,M,BRA,16,Control
3170,52837657.0,2017-07-24T00:00:00Z,and,M,USA,16,Control
3173,38580781.0,2017-06-27T00:00:00Z,iOS,F,USA,19,Control
3179,36193717.0,2017-03-30T00:00:00Z,and,M,TUR,15,Control
3181,28802774.0,2017-11-09T00:00:00Z,iOS,M,USA,17,Control
3183,87515803.0,2016-11-21T00:00:00Z,and,F,USA,29,Control
3184,82764707.0,2018-03-05T00:00:00Z,iOS,F,CAN,40,Control
3188,49768268.0,2018-01-31T00:00:00Z,iOS,F,DEU,40,Control
3194,80572818.0,2017-12-13T00:00:00Z,and,M,USA,30,Control
3195,50143843.0,2018-01-14T00:00:00Z,and,M,FRA,20,Control
3196,56713439.0,2017-10-19T00:00:00Z,and,F,USA,21,Control
3197,59106395.0,2017-10-27T00:00:00Z,and,M,BRA,18,Control
3198,47220274.0,2017-08-25T00:00:00Z,and,M,USA,25,Control
3199,43421389.0,2016-08-20T00:00:00Z,and,F,BRA,23,Control
3202,73538427.0,2017-06-03T00:00:00Z,and,F,BRA,22,Control
3203,90238458.0,2018-02-23T00:00:00Z,and,M,USA,15,Control
3204,28754604.0,2017-08-03T00:00:00Z,iOS,M,BRA,40,Control
3205,70049949.0,2016-08-27T00:00:00Z,iOS,F,BRA,15,Control
3206,56763246.0,2017-02-08T00:00:00Z,iOS,M,USA,42,Control
3207,66178155.0,2016-12-29T00:00:00Z,and,M,USA,26,Control
3212,21838581.0,2017-06-28T00:00:00Z,iOS,M,USA,45,Control
3216,31919831.0,2018-02-11T00:00:00Z,iOS,F,USA,16,Control
3220,66880221.0,2015-09-02T00:00:00Z,iOS,F,USA,36,Control
3221,97306573.0,2017-12-30T00:00:00Z,and,F,TUR,17,Control
3225,21955043.0,2017-06-02T00:00:00Z,and,F,USA,27,Control
3227,55938012.0,2018-03-18T00:00:00Z,and,M,BRA,25,Control
3228,94001305.0,2016-06-07T00:00:00Z,iOS,F,CAN,15,Control
3229,94695237.0,2018-02-02T00:00:00Z,and,M,USA,23,Control
3230,49626208.0,2016-01-25T00:00:00Z,and,M,USA,20,Control
3231,89091751.0,2017-12-29T00:00:00Z,and,F,DEU,16,Control
3232,68633613.0,2016-05-27T00:00:00Z,and,M,BRA,34,Control
3237,54046612.0,2018-01-17T00:00:00Z,and,M,DEU,20,Control
3240,90159877.0,2015-12-27T00:00:00Z,iOS,F,USA,24,Control
3245,29961229.0,2018-03-13T00:00:00Z,and,F,DEU,22,Control
3246,42765195.0,2017-10-17T00:00:00Z,iOS,M,DEU,17,Control
3247,95493790.0,2017-07-19T00:00:00Z,and,M,USA,21,Control
3248,39923584.0,2017-04-29T00:00:00Z,iOS,F,USA,17,Control
3250,16557891.0,2017-04-27T00:00:00Z,iOS,M,USA,31,Control
3260,36009758.0,2016-10-02T00:00:00Z,and,F,USA,16,Control
3263,56504457.0,2018-03-14T00:00:00Z,iOS,F,BRA,17,Control
3265,43385631.0,2017-06-24T00:00:00Z,and,F,BRA,25,Control
3267,48003860.0,2018-01-07T00:00:00Z,iOS,F,DEU,28,Control
3269,36933896.0,2018-01-30T00:00:00Z,iOS,F,DEU,15,Control
3272,27500442.0,2018-01-08T00:00:00Z,iOS,M,USA,18,Control
3275,46638783.0,2018-02-25T00:00:00Z,and,M,USA,18,Control
3276,24073229.0,2017-10-04T00:00:00Z,iOS,M,USA,25,Control
3278,12192203.0,2016-02-14T00:00:00Z,and,M,USA,15,Control
3279,46074245.0,2017-12-31T00:00:00Z,and,F,TUR,15,Control
3281,41152742.0,2017-12-25T00:00:00Z,and,F,DEU,22,Control
3286,18757836.0,2017-12-22T00:00:00Z,iOS,F,BRA,30,Control
3288,63086491.0,2018-02-13T00:00:00Z,and,M,USA,30,Control
3295,14885028.0,2018-03-05T00:00:00Z,and,F,CAN,24,Control
3296,54473542.0,2018-01-15T00:00:00Z,iOS,M,USA,19,Control
